Rainfall,RainTomorrow,Temp_avg,Pressure_avg,Humidity_avg,WindSpeed_avg
0.2,No,6.325,1026.8000000000002,74.5,18.333333333333332
0.2,No,7.675,1024.8,88.0,14.666666666666666
0.6,No,20.025000000000002,1008.75,65.0,25.666666666666668
0.2,No,7.225,1024.1,71.5,9.333333333333334
0.6,Yes,19.075,1011.05,76.0,31.333333333333332
0.6,No,21.8,1005.65,48.5,22.0
0.8,Yes,21.825000000000003,1020.9000000000001,84.5,19.666666666666668
0.2,No,9.375,1010.65,62.0,20.333333333333332
0.6,No,14.925,1025.85,68.0,15.333333333333334
0.4,No,9.5,1018.1500000000001,69.5,24.333333333333332
1.0,Yes,28.175,1013.0,46.0,27.666666666666668
1.0,Yes,23.625,1004.6,70.0,33.666666666666664
0.8,No,28.775,1012.5,46.5,26.333333333333332
0.2,No,24.200000000000003,1016.3499999999999,20.0,17.0
0.2,No,16.725,1016.95,56.5,25.666666666666668
1.0,No,22.9,1001.0999999999999,54.0,24.0
0.4,No,23.974999999999998,1015.0,81.5,28.333333333333332
1.0,No,14.799999999999999,1010.9000000000001,45.5,34.666666666666664
1.0,Yes,17.025,1019.65,75.0,13.666666666666666
0.2,Yes,12.475,1011.55,74.0,19.0
0.2,No,21.025000000000002,1020.65,65.0,20.666666666666668
0.6,No,16.7,1019.6,46.0,20.333333333333332
0.4,Yes,15.225,1029.5,82.5,23.0
0.2,No,17.799999999999997,1017.5166666666667,70.5,22.333333333333332
0.1,No,17.625,1001.05,49.5,14.333333333333334
0.2,No,18.5,1029.1,66.0,18.666666666666668
0.3,No,18.2,1030.9499999999998,58.5,19.666666666666668
0.8,Yes,21.75,1019.55,67.5,25.666666666666668
1.0,No,20.95,1005.6500000000001,81.5,17.666666666666668
0.4,Yes,22.575000000000003,1014.1700000000001,80.5,34.666666666666664
0.4,Yes,19.875,1003.7,76.5,28.333333333333332
0.8,Yes,20.35,1011.95,79.5,28.333333333333332
0.4,No,20.9,1013.4000000000001,71.0,34.0
0.2,No,21.55,1012.0,67.5,24.666666666666668
0.4,No,22.8,1017.5,67.5,32.666666666666664
0.8,No,15.525,1011.05,74.0,11.0
0.2,No,15.899999999999999,1023.5500000000001,54.0,15.666666666666666
0.2,Yes,18.75,1011.9000000000001,73.5,41.0
0.6,No,9.975,1026.75,70.5,13.666666666666666
0.2,Yes,7.575,1024.65,89.5,15.333333333333334
0.8,No,14.25,1020.85,83.0,29.333333333333332
1.0,No,13.700000000000001,1015.35,82.0,23.0
0.8,No,12.325,1017.0,71.0,22.0
0.2,No,9.475000000000001,1031.3,89.0,12.666666666666666
0.2,No,14.549999999999999,1023.0,62.0,21.333333333333332
0.2,Yes,10.925,1010.1500000000001,78.0,33.333333333333336
0.2,Yes,13.875,988.85,91.5,27.333333333333332
0.2,No,11.4,1023.5,85.5,26.666666666666668
0.2,Yes,10.700000000000001,1010.1500000000001,92.5,34.0
0.2,Yes,9.4,1019.15,73.0,26.0
0.2,No,12.425,1025.5500000000002,84.5,20.666666666666668
0.2,No,18.325000000000003,1018.95,61.0,15.333333333333334
0.2,Yes,11.649999999999999,1018.45,89.0,27.666666666666668
0.2,Yes,15.325000000000001,1003.85,86.0,18.666666666666668
1.0,Yes,12.4,1027.1,86.0,22.0
0.2,No,10.875,1017.1,85.0,13.0
0.6,No,15.9,1009.3,53.0,26.0
0.2,No,15.899999999999999,1022.8499999999999,66.0,15.0
0.4,Yes,14.850000000000001,1020.95,80.0,30.333333333333332
0.2,No,15.45,1015.6,67.0,31.333333333333332
0.2,Yes,21.325000000000003,1002.5,67.5,29.0
0.8,No,9.275,1033.0,91.5,11.333333333333334
0.2,Yes,11.524999999999999,1018.65,99.5,23.0
0.2,Yes,7.550000000000001,1021.6,86.5,33.333333333333336
0.8,No,11.675,1014.9,86.5,22.0
0.2,No,11.524999999999999,1020.95,81.0,5.666666666666667
0.6,No,12.6,1019.8,71.0,16.0
0.8,Yes,8.9,1011.2,81.5,36.333333333333336
0.8,Yes,7.7,1017.85,93.0,23.666666666666668
0.2,No,12.825,1022.95,70.5,20.333333333333332
0.8,Yes,6.550000000000001,1015.9,97.0,12.0
0.2,No,14.375,1022.8499999999999,91.0,15.666666666666666
0.2,Yes,12.7,1011.25,92.5,23.333333333333332
1.0,No,16.85,1022.4,60.0,20.333333333333332
0.2,No,9.25,1028.8,87.5,16.666666666666668
0.2,No,14.975,1021.9000000000001,81.5,16.666666666666668
0.2,No,19.7,1016.5999999999999,76.5,16.0
0.4,Yes,11.025,1005.55,90.5,21.333333333333332
0.8,Yes,9.925,1010.05,86.0,26.0
0.4,No,12.224999999999998,1023.7,70.5,14.333333333333334
0.6,No,14.575,1010.25,67.5,37.0
0.4,No,13.775,1016.0999999999999,59.5,33.333333333333336
0.2,No,12.000000000000002,1016.5,71.5,21.666666666666668
0.4,No,31.225,1009.8,55.0,23.666666666666668
1.0,No,30.424999999999997,1009.95,67.0,27.333333333333332
0.8,No,28.150000000000002,1009.5999999999999,77.0,19.333333333333332
0.2,No,28.325,1014.45,61.5,28.0
0.2,Yes,26.075000000000003,1004.75,88.5,32.666666666666664
0.2,No,29.375,1006.35,65.5,20.0
0.8,No,30.55,1010.75,49.0,24.0
0.4,No,29.625,1011.55,60.5,27.666666666666668
0.4,No,30.475,1011.1500000000001,69.5,19.333333333333332
0.2,No,31.0,1006.65,59.0,19.666666666666668
0.4,No,23.775,1019.85,56.5,37.666666666666664
0.4,No,25.925,1013.25,62.5,33.333333333333336
0.2,No,16.8,1018.8,41.5,18.0
0.2,No,22.35,1018.95,68.0,20.333333333333332
1.0,No,24.625,1022.05,72.0,42.333333333333336
0.4,No,18.575000000000003,1020.4000000000001,76.0,11.333333333333334
0.2,Yes,19.6,1019.2,80.5,9.333333333333334
0.2,Yes,26.975,1012.0,72.0,31.0
0.2,Yes,25.775,1020.8,62.0,36.333333333333336
0.2,No,24.075000000000003,1020.5,69.5,21.666666666666668
0.2,No,19.0,1017.5999999999999,62.5,39.0
0.8,No,18.525000000000002,1016.6500000000001,61.0,19.333333333333332
0.4,Yes,27.75,1015.95,59.5,35.333333333333336
0.8,No,23.9,1006.4,70.0,39.0
0.8,Yes,19.175,1027.65,80.0,37.0
0.2,No,9.425,1023.2,51.5,19.0
0.4,No,8.675,1015.6,77.0,11.333333333333334
0.2,No,11.375,1014.45,54.0,20.333333333333332
0.2,No,15.575000000000001,1021.55,67.0,30.0
0.6,Yes,12.524999999999999,1002.5999999999999,54.0,36.333333333333336
0.4,Yes,17.75,1004.65,49.5,34.666666666666664
0.4,No,15.575,1011.65,41.0,34.333333333333336
0.8,No,9.299999999999999,1023.5,72.5,24.666666666666668
0.4,No,12.675,1016.7,62.0,30.333333333333332
0.4,No,13.725000000000001,1010.8499999999999,71.0,16.0
0.2,No,6.7,1029.1,67.5,26.0
0.8,No,11.275,1023.9000000000001,66.0,22.0
1.0,Yes,15.125,999.3,38.5,32.666666666666664
0.2,No,17.3,1025.75,68.0,18.666666666666668
0.2,No,8.475,1016.2,68.0,24.333333333333332
0.2,No,17.45,1013.4000000000001,45.0,33.0
0.4,No,17.325000000000003,1017.75,51.0,29.333333333333332
1.0,No,11.125,1009.1,78.0,11.0
0.4,Yes,15.725000000000001,1005.1,42.5,42.333333333333336
0.2,No,16.725,1025.0,53.0,21.666666666666668
0.4,No,12.7,1010.2,56.5,34.0
0.2,No,14.575000000000001,1019.6500000000001,55.0,22.0
0.2,No,12.8,1009.55,46.0,30.0
1.0,No,8.275,1019.5,59.5,29.666666666666668
0.6,No,13.075,1015.3,46.0,38.0
0.4,No,9.9,1022.0,57.0,24.666666666666668
0.4,No,10.175,1023.2,58.5,29.666666666666668
0.2,No,14.424999999999999,1006.7,49.5,38.666666666666664
0.8,Yes,16.8,1011.05,44.0,29.333333333333332
0.2,No,14.8,995.0,49.5,34.333333333333336
0.2,Yes,19.799999999999997,1001.6500000000001,50.0,25.0
0.2,No,18.174999999999997,999.3499999999999,34.0,35.0
0.2,Yes,12.5,999.85,55.0,30.0
0.2,No,11.6,1018.0,61.0,20.666666666666668
0.2,No,12.350000000000001,1013.1,49.5,30.333333333333332
0.2,No,6.45,1009.5,71.0,22.0
0.4,No,7.800000000000001,1025.1999999999998,63.0,32.666666666666664
0.4,No,11.15,1016.6500000000001,55.5,32.0
0.8,No,16.4,1023.0,72.5,16.0
0.2,No,10.0,1014.15,69.5,18.666666666666668
0.8,No,12.45,1015.9000000000001,58.0,32.333333333333336
0.4,Yes,12.05,990.65,79.0,30.666666666666668
0.4,Yes,7.95,990.95,59.0,37.0
0.4,No,10.425,1012.0,39.0,28.333333333333332
0.4,No,9.525,1000.95,60.5,31.0
0.8,No,30.174999999999997,1007.4,71.5,30.333333333333332
0.6,No,28.9,1008.2,83.5,18.333333333333332
0.6,Yes,29.725,1006.9000000000001,65.0,15.0
0.4,Yes,11.8,1018.4999999999999,90.0,25.333333333333332
0.8,No,18.0,1013.1,73.0,16.0
0.2,No,10.325000000000001,1034.45,81.0,10.333333333333334
0.2,No,12.425,1020.425,84.5,11.0
0.6,No,13.075,1017.1,67.0,16.666666666666668
1.0,No,12.575000000000001,1019.1500000000001,79.5,17.666666666666668
0.4,Yes,14.485000000000001,1007.75,72.0,26.333333333333332
0.2,No,8.3,1018.9749999999999,84.5,11.0
0.1,No,13.55,1007.95,63.0,22.0
0.6,No,11.874999999999998,1015.4000000000001,76.5,16.333333333333332
0.2,Yes,18.65,1019.6500000000001,59.0,20.333333333333332
0.2,No,15.25,1021.0999999999999,64.0,21.0
0.4,Yes,14.45,1017.7,90.5,17.666666666666668
0.2,No,7.75,1018.49,70.5,10.666666666666666
0.2,No,18.175,1008.4,72.5,13.666666666666666
0.2,No,12.375,1015.3,82.5,24.666666666666668
0.8,No,9.075,1021.1,75.5,16.0
1.0,No,11.1,1023.3499999999999,76.5,13.666666666666666
0.4,No,8.649999999999999,1024.6,93.0,15.666666666666666
0.8,Yes,18.85,1009.88,57.0,16.0
0.9,No,18.5,1020.15,43.0,20.333333333333332
0.2,No,13.474999999999998,1024.8,67.5,16.0
0.8,No,20.325000000000003,1013.35,70.5,30.666666666666668
0.2,No,20.2,1016.95,66.0,30.666666666666668
0.6,No,9.75,1019.9000000000001,66.0,33.0
0.6,No,13.4,1003.85,64.0,39.0
0.2,No,20.05,1016.25,45.5,31.0
0.2,No,13.5,1021.9000000000001,48.5,36.666666666666664
0.2,No,14.275,1013.4,72.0,14.0
0.4,No,15.925,1016.1,53.0,32.666666666666664
0.2,No,22.575,1020.0,55.5,22.0
1.0,No,21.075,1020.3,71.0,21.0
0.2,No,17.299999999999997,1016.5,43.5,18.666666666666668
0.2,No,16.925,1017.3,58.5,23.666666666666668
0.8,No,8.3,1008.7,70.0,27.666666666666668
0.4,No,16.4,1017.45,58.5,24.0
0.4,No,15.875,1023.0,65.0,15.333333333333334
0.6,Yes,10.2,1011.7,77.0,16.666666666666668
0.4,Yes,12.125,1008.0,68.5,22.666666666666668
0.4,No,13.024999999999999,1029.65,71.5,21.333333333333332
0.4,No,16.1,1011.7,63.0,31.333333333333332
0.4,Yes,17.975,1004.5999999999999,69.0,18.666666666666668
0.2,No,14.850000000000001,1027.2,78.0,16.666666666666668
0.8,No,17.049999999999997,1013.1,60.5,18.333333333333332
0.2,No,13.475,1019.4000000000001,44.5,42.0
0.2,No,16.05,1021.1,68.0,31.0
0.2,No,12.6,1023.5,63.5,27.666666666666668
0.2,No,18.275,1009.95,82.5,30.333333333333332
0.2,No,10.025,1015.2,69.5,34.0
0.4,Yes,9.325,1017.3499999999999,72.5,25.0
0.8,Yes,18.075000000000003,1008.2,74.5,25.333333333333332
0.4,Yes,7.0,1013.1,91.5,13.666666666666666
0.4,Yes,8.425,1009.05,92.5,24.0
0.4,Yes,9.850000000000001,1027.65,80.5,34.0
0.2,No,7.675,1021.25,74.5,13.0
0.4,No,12.95,1013.65,79.5,14.0
0.2,No,11.55,1020.15,76.0,15.333333333333334
1.0,No,13.225,1025.5,75.0,12.666666666666666
0.4,No,12.825,1023.0,78.0,29.333333333333332
0.2,No,12.575,1011.85,72.5,36.0
0.2,Yes,17.05,1013.0,75.0,21.666666666666668
1.0,No,10.175,1010.3,68.5,30.0
0.2,No,11.475000000000001,1024.95,70.5,14.0
0.4,No,7.0,1008.55,75.0,40.666666666666664
0.4,No,15.75,1026.4499999999998,76.0,13.333333333333334
0.8,No,16.049999999999997,1020.8499999999999,63.5,26.0
0.2,No,14.55,1023.0,71.5,18.666666666666668
0.2,No,12.225000000000001,1024.05,53.0,23.666666666666668
1.0,No,15.4,1021.2,61.5,25.333333333333332
0.2,No,21.4,1007.4,53.5,27.333333333333332
0.2,No,13.725000000000001,1016.45,47.0,25.333333333333332
1.0,No,18.85,1019.55,63.0,29.0
0.2,No,15.575,1015.5999999999999,47.5,38.333333333333336
0.2,No,14.85,1014.55,54.0,29.0
1.0,No,13.475,1014.95,74.0,21.0
0.8,Yes,14.15,1012.5,76.5,26.666666666666668
1.0,No,11.75,1026.3000000000002,93.0,8.666666666666666
0.2,No,11.674999999999999,1033.5500000000002,76.0,18.0
0.1,No,13.175,1014.2,68.5,27.0
0.2,No,9.175,1027.5,73.5,15.666666666666666
0.4,No,12.925,1016.3,36.0,30.333333333333332
0.4,No,14.6,1013.75,78.5,27.666666666666668
0.2,Yes,27.375,1007.4,59.5,26.666666666666668
0.2,No,13.549999999999999,1021.45,60.5,16.0
0.2,Yes,26.6,1004.6500000000001,67.5,29.333333333333332
0.4,No,14.299999999999999,1019.7,55.5,22.333333333333332
0.2,No,26.475,1016.55,44.5,29.666666666666668
0.8,No,29.7,1011.95,55.5,23.0
0.2,No,8.600000000000001,1032.05,61.5,21.333333333333332
0.8,No,10.2,1025.45,83.0,18.666666666666668
0.6,No,12.95,1016.55,81.5,20.333333333333332
0.2,No,10.399999999999999,1025.65,80.5,14.0
1.0,Yes,9.925,1025.3000000000002,81.0,17.666666666666668
0.2,Yes,12.075000000000001,1025.45,90.5,22.333333333333332
0.6,No,11.399999999999999,1030.9499999999998,76.0,14.333333333333334
0.2,Yes,20.15,1018.35,50.5,27.333333333333332
0.2,No,13.524999999999999,1035.45,52.0,26.666666666666668
0.8,No,29.5,1013.55,33.0,29.0
0.4,Yes,15.35,1020.4000000000001,88.5,22.333333333333332
0.2,No,9.149999999999999,1024.85,79.0,17.333333333333332
0.2,No,11.875,1019.55,74.0,32.0
0.6,Yes,9.924999999999999,1021.95,87.0,19.0
0.2,Yes,10.825,1019.55,81.0,18.0
0.4,No,17.9,1013.05,51.5,37.0
0.2,No,8.524999999999999,1028.1,87.0,11.666666666666666
0.8,No,11.525,1031.0,78.0,10.333333333333334
0.4,Yes,19.5,1020.4000000000001,69.5,24.666666666666668
0.2,Yes,14.275,1019.4000000000001,64.0,22.333333333333332
0.2,No,11.1,1021.2,89.5,13.333333333333334
0.2,No,10.9,1019.25,80.0,13.666666666666666
0.4,No,8.9,1020.4,89.0,9.666666666666666
0.4,No,7.725,1019.95,78.0,20.333333333333332
0.2,No,11.075,1026.6,80.0,17.333333333333332
0.8,No,10.6,1026.3000000000002,86.5,22.666666666666668
0.2,Yes,14.075,1009.75,74.0,32.333333333333336
0.2,No,14.775,1024.05,59.5,17.333333333333332
0.2,No,11.075,1034.9,72.5,10.666666666666666
0.4,No,10.475,1028.15,85.5,12.333333333333334
0.4,No,9.975,1020.8,79.0,22.0
0.6,Yes,14.774999999999999,1018.95,79.5,22.0
1.0,No,14.7,1020.75,54.5,29.666666666666668
1.0,No,18.275,1021.8,68.0,28.666666666666668
0.2,No,7.9,1032.6999999999998,77.0,9.666666666666666
1.0,No,15.350000000000001,1018.8,44.5,31.0
0.2,Yes,12.674999999999999,1009.6500000000001,88.0,21.666666666666668
0.2,No,10.6,1015.85,73.0,21.666666666666668
0.2,Yes,8.850000000000001,994.25,91.0,41.0
0.2,No,12.325000000000001,1024.5,56.0,19.0
0.8,No,13.525000000000002,1010.8,65.5,32.0
0.4,No,10.325,1017.25,98.5,35.333333333333336
0.4,No,11.195,1017.25,67.5,26.0
0.6,No,2.325,1017.25,95.0,11.666666666666666
